megyeNev,telepulesNev,megyeKod,telepulesKod,szavkorSorszam,jeloloSzervezet,jeloltNev,szavazatSzam,szavazatAranySzavkorben
KOMÁROM-ESZTERGOM,Esztergom,12,28,21, FIDESZ-KDNP,HERNÁDI ÁDÁM ,72,"72,73%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,21, Szeretgom,CSERÉP JÁNOS ,17,"17,17%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,21, Független,DR. RÉVFALVI GERGELY ,10,"10,10%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,22, FIDESZ-KDNP,HERNÁDI ÁDÁM ,87,"49,15%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,22, Szeretgom,CSERÉP JÁNOS ,64,"36,16%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,22, Független,DR. RÉVFALVI GERGELY ,26,"14,69%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,23, FIDESZ-KDNP,HERNÁDI ÁDÁM ,177,"51,75%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,23, Szeretgom,CSERÉP JÁNOS ,111,"32,46%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,23, Független,DR. RÉVFALVI GERGELY ,54,"15,79%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,24, FIDESZ-KDNP,HERNÁDI ÁDÁM ,154,"55,00%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,24, Szeretgom,CSERÉP JÁNOS ,97,"34,64%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,24, Független,DR. RÉVFALVI GERGELY ,29,"10,36%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,25, FIDESZ-KDNP,HERNÁDI ÁDÁM ,141,"49,65%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,25, Szeretgom,CSERÉP JÁNOS ,87,"30,63%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,25, Független,DR. RÉVFALVI GERGELY ,56,"19,72%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,26, FIDESZ-KDNP,HERNÁDI ÁDÁM ,174,"59,18%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,26, Szeretgom,CSERÉP JÁNOS ,78,"26,53%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,26, Független,DR. RÉVFALVI GERGELY ,42,"14,29%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,27, FIDESZ-KDNP,HERNÁDI ÁDÁM ,110,"59,14%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,27, Szeretgom,CSERÉP JÁNOS ,52,"27,96%"
KOMÁROM-ESZTERGOM,Esztergom,12,28,27, Független,DR. RÉVFALVI GERGELY ,24,"12,90%"
KOMÁROM-ESZTERGOM,Ete,12,29,1, Független,GYÜSZINÉ ROHONCZI ANITA ,132,"44,44%"
KOMÁROM-ESZTERGOM,Ete,12,29,1, Független,MOLNÁR GÁBOR ,81,"27,27%"
KOMÁROM-ESZTERGOM,Ete,12,29,1, Független,CSEKE MIHÁLY ,49,"16,50%"
KOMÁROM-ESZTERGOM,Ete,12,29,1, Független,SZABÓ GÉZA ,19,"6,40%"
KOMÁROM-ESZTERGOM,Ete,12,29,1, Független,KEVERT LÁSZLÓ ,16,"5,39%"
KOMÁROM-ESZTERGOM,Gyermely,12,30,1, Független,KÓKAI RITA ,451,"73,21%"
KOMÁROM-ESZTERGOM,Gyermely,12,30,1, Független,DR. NYIRÁN GERGELY ,165,"26,79%"
KOMÁROM-ESZTERGOM,Héreg,12,31,1, Független,NIESZNER JÓZSEF ,429,"86,14%"
KOMÁROM-ESZTERGOM,Héreg,12,31,1, Független,VÖRÖS GÉZA ,48,"9,64%"
KOMÁROM-ESZTERGOM,Héreg,12,31,1, Független,CSIK IMRE FERENC ,11,"2,21%"
KOMÁROM-ESZTERGOM,Héreg,12,31,1, Független,KANKAI JÁNOS ,10,"2,01%"
KOMÁROM-ESZTERGOM,Kecskéd,12,32,1, Független,GRUBER ZOLTÁN ,261,"100,00%"
KOMÁROM-ESZTERGOM,Kecskéd,12,32,2, Független,GRUBER ZOLTÁN ,318,"100,00%"
KOMÁROM-ESZTERGOM,Kerékteleki,12,33,1, Független,GYÖRGY ISTVÁN ,230,"74,19%"
KOMÁROM-ESZTERGOM,Kerékteleki,12,33,1, Független,PISUTH BALÁZS ,80,"25,81%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,1, Független,FARKAS KRISZTINA ,157,"43,25%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,1, Független,NYIRŐ ANDRÁS ,136,"37,47%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,1, Független,BAKOSNÉ HERTLIK MÁRIA ,39,"10,74%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,1, Független,STRIDER TIBOR ,11,"3,03%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,1, Független,ÉKESINÉ ALANYAI PIROSKA ,10,"2,75%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,1, Független,KARA JÁNOSNÉ ,9,"2,48%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,1, DK,STREMNITZER RÓBERTNÉ ,1,"0,28%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,2, Független,FARKAS KRISZTINA ,243,"54,48%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,2, Független,NYIRŐ ANDRÁS ,147,"32,96%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,2, Független,BAKOSNÉ HERTLIK MÁRIA ,32,"7,17%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,2, Független,KARA JÁNOSNÉ ,9,"2,02%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,2, Független,STRIDER TIBOR ,7,"1,57%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,2, DK,STREMNITZER RÓBERTNÉ ,5,"1,12%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,2, Független,ÉKESINÉ ALANYAI PIROSKA ,3,"0,67%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,3, Független,FARKAS KRISZTINA ,187,"49,34%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,3, Független,NYIRŐ ANDRÁS ,84,"22,16%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,3, Független,BAKOSNÉ HERTLIK MÁRIA ,59,"15,57%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,3, Független,STRIDER TIBOR ,24,"6,33%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,3, Független,ÉKESINÉ ALANYAI PIROSKA ,12,"3,17%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,3, Független,KARA JÁNOSNÉ ,7,"1,85%"
KOMÁROM-ESZTERGOM,Kesztölc,12,34,3, DK,STREMNITZER RÓBERTNÉ ,6,"1,58%"
KOMÁROM-ESZTERGOM,Kisbér,12,35,1, FIDESZ-KDNP,SINKOVICZ ZOLTÁN ,311,"100,00%"
KOMÁROM-ESZTERGOM,Kisbér,12,35,2, FIDESZ-KDNP,SINKOVICZ ZOLTÁN ,301,"100,00%"
KOMÁROM-ESZTERGOM,Kisbér,12,35,3, FIDESZ-KDNP,SINKOVICZ ZOLTÁN ,303,"100,00%"
KOMÁROM-ESZTERGOM,Kisbér,12,35,4, FIDESZ-KDNP,SINKOVICZ ZOLTÁN ,277,"100,00%"
KOMÁROM-ESZTERGOM,Kisbér,12,35,5, FIDESZ-KDNP,SINKOVICZ ZOLTÁN ,292,"100,00%"
KOMÁROM-ESZTERGOM,Kisbér,12,35,6, FIDESZ-KDNP,SINKOVICZ ZOLTÁN ,133,"100,00%"
KOMÁROM-ESZTERGOM,Kisigmánd,12,36,1, Független,PÉCSVÁRADY ATTILA ERNŐ ,155,"100,00%"
KOMÁROM-ESZTERGOM,Kocs,12,37,1, Független,SIMON LÁSZLÓ ,432,"100,00%"
KOMÁROM-ESZTERGOM,Kocs,12,37,2, Független,SIMON LÁSZLÓ ,397,"100,00%"
KOMÁROM-ESZTERGOM,Komárom,12,38,1, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,129,"61,43%"
KOMÁROM-ESZTERGOM,Komárom,12,38,1, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,72,"34,29%"
KOMÁROM-ESZTERGOM,Komárom,12,38,1, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,9,"4,29%"
KOMÁROM-ESZTERGOM,Komárom,12,38,2, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,343,"71,76%"
KOMÁROM-ESZTERGOM,Komárom,12,38,2, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,111,"23,22%"
KOMÁROM-ESZTERGOM,Komárom,12,38,2, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,24,"5,02%"
KOMÁROM-ESZTERGOM,Komárom,12,38,3, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,236,"73,52%"
KOMÁROM-ESZTERGOM,Komárom,12,38,3, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,75,"23,36%"
KOMÁROM-ESZTERGOM,Komárom,12,38,3, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,10,"3,12%"
KOMÁROM-ESZTERGOM,Komárom,12,38,4, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,327,"76,40%"
KOMÁROM-ESZTERGOM,Komárom,12,38,4, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,89,"20,79%"
KOMÁROM-ESZTERGOM,Komárom,12,38,4, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,12,"2,80%"
KOMÁROM-ESZTERGOM,Komárom,12,38,5, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,388,"80,83%"
KOMÁROM-ESZTERGOM,Komárom,12,38,5, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,76,"15,83%"
KOMÁROM-ESZTERGOM,Komárom,12,38,5, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,16,"3,33%"
KOMÁROM-ESZTERGOM,Komárom,12,38,6, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,290,"66,36%"
KOMÁROM-ESZTERGOM,Komárom,12,38,6, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,124,"28,38%"
KOMÁROM-ESZTERGOM,Komárom,12,38,6, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,23,"5,26%"
KOMÁROM-ESZTERGOM,Komárom,12,38,7, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,323,"62,96%"
KOMÁROM-ESZTERGOM,Komárom,12,38,7, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,149,"29,04%"
KOMÁROM-ESZTERGOM,Komárom,12,38,7, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,41,"7,99%"
KOMÁROM-ESZTERGOM,Komárom,12,38,8, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,440,"64,61%"
KOMÁROM-ESZTERGOM,Komárom,12,38,8, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,221,"32,45%"
KOMÁROM-ESZTERGOM,Komárom,12,38,8, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,20,"2,94%"
KOMÁROM-ESZTERGOM,Komárom,12,38,9, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,208,"63,61%"
KOMÁROM-ESZTERGOM,Komárom,12,38,9, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,102,"31,19%"
KOMÁROM-ESZTERGOM,Komárom,12,38,9, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,17,"5,20%"
KOMÁROM-ESZTERGOM,Komárom,12,38,10, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,499,"65,49%"
KOMÁROM-ESZTERGOM,Komárom,12,38,10, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,230,"30,18%"
KOMÁROM-ESZTERGOM,Komárom,12,38,10, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,33,"4,33%"
KOMÁROM-ESZTERGOM,Komárom,12,38,11, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,164,"62,36%"
KOMÁROM-ESZTERGOM,Komárom,12,38,11, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,79,"30,04%"
KOMÁROM-ESZTERGOM,Komárom,12,38,11, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,20,"7,60%"
KOMÁROM-ESZTERGOM,Komárom,12,38,12, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,271,"56,46%"
KOMÁROM-ESZTERGOM,Komárom,12,38,12, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,196,"40,83%"
KOMÁROM-ESZTERGOM,Komárom,12,38,12, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,13,"2,71%"
KOMÁROM-ESZTERGOM,Komárom,12,38,13, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,231,"63,11%"
KOMÁROM-ESZTERGOM,Komárom,12,38,13, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,120,"32,79%"
KOMÁROM-ESZTERGOM,Komárom,12,38,13, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,15,"4,10%"
KOMÁROM-ESZTERGOM,Komárom,12,38,14, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,254,"65,80%"
KOMÁROM-ESZTERGOM,Komárom,12,38,14, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,111,"28,76%"
KOMÁROM-ESZTERGOM,Komárom,12,38,14, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,21,"5,44%"
KOMÁROM-ESZTERGOM,Komárom,12,38,15, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,405,"72,06%"
KOMÁROM-ESZTERGOM,Komárom,12,38,15, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,124,"22,06%"
KOMÁROM-ESZTERGOM,Komárom,12,38,15, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,33,"5,87%"
KOMÁROM-ESZTERGOM,Komárom,12,38,16, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,403,"60,97%"
KOMÁROM-ESZTERGOM,Komárom,12,38,16, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,228,"34,49%"
KOMÁROM-ESZTERGOM,Komárom,12,38,16, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,30,"4,54%"
KOMÁROM-ESZTERGOM,Komárom,12,38,17, FIDESZ-KDNP,DR. MOLNÁR ATTILA ,312,"66,52%"
KOMÁROM-ESZTERGOM,Komárom,12,38,17, KMRM-DK-JOBBIK-MSZP-MINDENKI MAGYARORSZÁGA-MOMENTUM,DR. NEMES ANDREA ,139,"29,64%"
KOMÁROM-ESZTERGOM,Komárom,12,38,17, FCK EGYESÜLET,DR. HALÁSZ KÁROLY ,18,"3,84%"
KOMÁROM-ESZTERGOM,Kömlőd,12,39,1, Független,BOGÁTH ISTVÁN ,428,"83,92%"
KOMÁROM-ESZTERGOM,Kömlőd,12,39,1, Független,KISS FERENC ,82,"16,08%"
KOMÁROM-ESZTERGOM,Környe,12,40,1, Független,BEKE LÁSZLÓ ,410,"100,00%"
KOMÁROM-ESZTERGOM,Környe,12,40,2, Független,BEKE LÁSZLÓ ,367,"100,00%"
KOMÁROM-ESZTERGOM,Környe,12,40,3, Független,BEKE LÁSZLÓ ,294,"100,00%"
KOMÁROM-ESZTERGOM,Környe,12,40,4, Független,BEKE LÁSZLÓ ,246,"100,00%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,1, Független,TELLER PÉTER ,180,"62,72%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,1, Független,BARIS ZSOLT ,57,"19,86%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,1, Független,DINNYÉS ISTVÁN ,50,"17,42%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,2, Független,TELLER PÉTER ,183,"56,66%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,2, Független,DINNYÉS ISTVÁN ,103,"31,89%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,2, Független,BARIS ZSOLT ,37,"11,46%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,3, Független,TELLER PÉTER ,140,"52,43%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,3, Független,DINNYÉS ISTVÁN ,102,"38,20%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,3, Független,BARIS ZSOLT ,25,"9,36%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,4, Független,TELLER PÉTER ,230,"48,22%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,4, Független,DINNYÉS ISTVÁN ,192,"40,25%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,4, Független,BARIS ZSOLT ,55,"11,53%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,5, Független,DINNYÉS ISTVÁN ,193,"51,74%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,5, Független,TELLER PÉTER ,146,"39,14%"
KOMÁROM-ESZTERGOM,Lábatlan,12,41,5, Független,BARIS ZSOLT ,34,"9,12%"
KOMÁROM-ESZTERGOM,Leányvár,12,42,1, Független,FÁRI CSABA ,257,"36,10%"
KOMÁROM-ESZTERGOM,Leányvár,12,42,1, Független,CSOBÁN ILDIKÓ ,216,"30,34%"
KOMÁROM-ESZTERGOM,Leányvár,12,42,1, Független,BAUMSTARK CSILLA ,114,"16,01%"
KOMÁROM-ESZTERGOM,Leányvár,12,42,1, Független,KURUCZ ZSÓFIA ,81,"11,38%"
KOMÁROM-ESZTERGOM,Leányvár,12,42,1, Független,VAJDA TÜNDE ,44,"6,18%"
KOMÁROM-ESZTERGOM,Máriahalom,12,43,1, Független,MURCZIN KÁLMÁN ,142,"52,59%"
KOMÁROM-ESZTERGOM,Máriahalom,12,43,1, Független,BÜKI GÁBOR ,128,"47,41%"
KOMÁROM-ESZTERGOM,Mocsa,12,44,1, Független,NATKAI ISTVÁNNÉ ,203,"40,93%"
KOMÁROM-ESZTERGOM,Mocsa,12,44,1, Független,MARSCHALL FERENC ,196,"39,52%"
KOMÁROM-ESZTERGOM,Mocsa,12,44,1, Független,BALOGH BÁLINTNÉ ,64,"12,90%"
KOMÁROM-ESZTERGOM,Mocsa,12,44,1, Független,CSÖLLEI BALÁZS ,33,"6,65%"
KOMÁROM-ESZTERGOM,Mocsa,12,44,2, Független,NATKAI ISTVÁNNÉ ,227,"42,27%"
KOMÁROM-ESZTERGOM,Mocsa,12,44,2, Független,MARSCHALL FERENC ,185,"34,45%"
KOMÁROM-ESZTERGOM,Mocsa,12,44,2, Független,BALOGH BÁLINTNÉ ,94,"17,50%"
KOMÁROM-ESZTERGOM,Mocsa,12,44,2, Független,CSÖLLEI BALÁZS ,31,"5,77%"
KOMÁROM-ESZTERGOM,Mogyorósbánya,12,45,1, Független,HAVRANCSIK TIBOR ,286,"52,48%"
KOMÁROM-ESZTERGOM,Mogyorósbánya,12,45,1, Független,BIRKÉS FERENC ROLAND ,259,"47,52%"
KOMÁROM-ESZTERGOM,Nagyigmánd,12,46,1, Független,HAJDUNÉ FARKAS ERIKA ,276,"100,00%"
KOMÁROM-ESZTERGOM,Nagyigmánd,12,46,2, Független,HAJDUNÉ FARKAS ERIKA ,251,"100,00%"
KOMÁROM-ESZTERGOM,Nagyigmánd,12,46,3, Független,HAJDUNÉ FARKAS ERIKA ,321,"100,00%"
KOMÁROM-ESZTERGOM,Nagyigmánd,12,46,4, Független,HAJDUNÉ FARKAS ERIKA ,30,"100,00%"
KOMÁROM-ESZTERGOM,Nagysáp,12,47,1, Független,BALOGH MIKLÓS ,345,"75,16%"
KOMÁROM-ESZTERGOM,Nagysáp,12,47,1, Független,NAGY GYULA FERENC ,114,"24,84%"
KOMÁROM-ESZTERGOM,Naszály,12,48,1, Független,DR. MASZLAVÉR PETRA ,319,"100,00%"
KOMÁROM-ESZTERGOM,Naszály,12,48,2, Független,DR. MASZLAVÉR PETRA ,268,"100,00%"
KOMÁROM-ESZTERGOM,Neszmély,12,49,1, Független,JANOVICS ISTVÁN ,180,"70,04%"
KOMÁROM-ESZTERGOM,Neszmély,12,49,1, Független,LÉVAI PÉTER ,77,"29,96%"
KOMÁROM-ESZTERGOM,Neszmély,12,49,2, Független,JANOVICS ISTVÁN ,195,"75,88%"
KOMÁROM-ESZTERGOM,Neszmély,12,49,2, Független,LÉVAI PÉTER ,62,"24,12%"
KOMÁROM-ESZTERGOM,Nyergesújfalu,12,50,1, FIDESZ-KDNP,MIHELIK MAGDOLNA ,128,"100,00%"
KOMÁROM-ESZTERGOM,Nyergesújfalu,12,50,2, FIDESZ-KDNP,MIHELIK MAGDOLNA ,422,"100,00%"
KOMÁROM-ESZTERGOM,Nyergesújfalu,12,50,3, FIDESZ-KDNP,MIHELIK MAGDOLNA ,295,"100,00%"
KOMÁROM-ESZTERGOM,Nyergesújfalu,12,50,4, FIDESZ-KDNP,MIHELIK MAGDOLNA ,313,"100,00%"
KOMÁROM-ESZTERGOM,Nyergesújfalu,12,50,5, FIDESZ-KDNP,MIHELIK MAGDOLNA ,199,"100,00%"
KOMÁROM-ESZTERGOM,Nyergesújfalu,12,50,6, FIDESZ-KDNP,MIHELIK MAGDOLNA ,190,"100,00%"
KOMÁROM-ESZTERGOM,Nyergesújfalu,12,50,7, FIDESZ-KDNP,MIHELIK MAGDOLNA ,220,"100,00%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,1, OLPK,LAZÓK ZOLTÁN ,224,"56,71%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,1, FIDESZ-KDNP,MOLNÁR ISTVÁN ,171,"43,29%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,2, OLPK,LAZÓK ZOLTÁN ,287,"71,75%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,2, FIDESZ-KDNP,MOLNÁR ISTVÁN ,113,"28,25%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,3, OLPK,LAZÓK ZOLTÁN ,286,"67,93%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,3, FIDESZ-KDNP,MOLNÁR ISTVÁN ,135,"32,07%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,4, OLPK,LAZÓK ZOLTÁN ,317,"70,76%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,4, FIDESZ-KDNP,MOLNÁR ISTVÁN ,131,"29,24%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,5, OLPK,LAZÓK ZOLTÁN ,234,"68,22%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,5, FIDESZ-KDNP,MOLNÁR ISTVÁN ,109,"31,78%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,6, OLPK,LAZÓK ZOLTÁN ,201,"76,14%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,6, FIDESZ-KDNP,MOLNÁR ISTVÁN ,63,"23,86%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,7, OLPK,LAZÓK ZOLTÁN ,194,"67,13%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,7, FIDESZ-KDNP,MOLNÁR ISTVÁN ,95,"32,87%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,8, OLPK,LAZÓK ZOLTÁN ,193,"69,93%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,8, FIDESZ-KDNP,MOLNÁR ISTVÁN ,83,"30,07%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,9, OLPK,LAZÓK ZOLTÁN ,245,"75,38%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,9, FIDESZ-KDNP,MOLNÁR ISTVÁN ,80,"24,62%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,10, OLPK,LAZÓK ZOLTÁN ,213,"66,36%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,10, FIDESZ-KDNP,MOLNÁR ISTVÁN ,108,"33,64%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,11, OLPK,LAZÓK ZOLTÁN ,317,"72,37%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,11, FIDESZ-KDNP,MOLNÁR ISTVÁN ,121,"27,63%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,12, OLPK,LAZÓK ZOLTÁN ,219,"70,87%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,12, FIDESZ-KDNP,MOLNÁR ISTVÁN ,90,"29,13%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,13, OLPK,LAZÓK ZOLTÁN ,250,"69,06%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,13, FIDESZ-KDNP,MOLNÁR ISTVÁN ,112,"30,94%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,14, OLPK,LAZÓK ZOLTÁN ,300,"66,96%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,14, FIDESZ-KDNP,MOLNÁR ISTVÁN ,148,"33,04%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,15, OLPK,LAZÓK ZOLTÁN ,311,"68,65%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,15, FIDESZ-KDNP,MOLNÁR ISTVÁN ,142,"31,35%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,16, OLPK,LAZÓK ZOLTÁN ,295,"72,84%"
KOMÁROM-ESZTERGOM,Oroszlány,12,51,16, FIDESZ-KDNP,MOLNÁR ISTVÁN ,110,"27,16%"
KOMÁROM-ESZTERGOM,Piliscsév,12,52,1, Független,KOSZTKÁNÉ ROKOLYA BERNADETT ,352,"66,17%"
KOMÁROM-ESZTERGOM,Piliscsév,12,52,1, Független,HUDECZ IZABELLA ,180,"33,83%"
KOMÁROM-ESZTERGOM,Piliscsév,12,52,2, Független,KOSZTKÁNÉ ROKOLYA BERNADETT ,442,"71,52%"
KOMÁROM-ESZTERGOM,Piliscsév,12,52,2, Független,HUDECZ IZABELLA ,176,"28,48%"
KOMÁROM-ESZTERGOM,Pilismarót,12,53,1, Független,PERGEL ISTVÁN CSABA ,269,"63,44%"
KOMÁROM-ESZTERGOM,Pilismarót,12,53,1, Független,LŐRINCZ ATTILA CSABA ,134,"31,60%"
KOMÁROM-ESZTERGOM,Pilismarót,12,53,1, Független,FARKAS-MOLNÁR ZSUZSANNA ,21,"4,95%"
KOMÁROM-ESZTERGOM,Pilismarót,12,53,2, Független,PERGEL ISTVÁN CSABA ,285,"60,13%"
KOMÁROM-ESZTERGOM,Pilismarót,12,53,2, Független,LŐRINCZ ATTILA CSABA ,158,"33,33%"
KOMÁROM-ESZTERGOM,Pilismarót,12,53,2, Független,FARKAS-MOLNÁR ZSUZSANNA ,31,"6,54%"
KOMÁROM-ESZTERGOM,Réde,12,54,1, Független,FARKAS LAJOS ,246,"35,70%"
